Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
plant_sample_1-kraken2_chocophlan,2.0,3.5645036386073192,33197042,7480944,3084574,4585304,12528139,8520051,2.0,2.2488007338226645,2.0,2.4421541778870752
plant_sample_1-kraken2_minikraken,9.0,6.933523174801447,34734947,3840542,1195595,3540621,2015057,25330932,2.0,2.2572562835728536,2.0,2.37954956112904
plant_sample_1-kraken2_refseqV205,0.0,1.3307066936867449,33197042,20896745,4035147,5866956,4031437,1908359,2.0,2.0096527057642843,2.0,2.6709696815304316
plant_sample_1-kraken2_refseqV205_100GB,5.0,5.03492202708904,33197042,7042422,2192783,6494383,3695273,15950526,2.0,2.2580038781205234,2.0,2.380203032360532
plant_sample_1-kraken2_refseqV205_500GB,0.0,1.7175998391663931,33197042,18660924,3095944,7721586,3483446,2926616,2.0,2.0917842526133885,2.0,3.12551651439408
plant_sample_1-kraken2_refseqV208_nt,1.0,3.0086838761116126,33197042,9595958,4199896,3679986,13764334,5742582,2.0,2.5492303503328544,2.0,2.5491532681494067
plant_sample_1-kraken2_standard_0521,1.0,3.262019579937273,33197042,9281878,4154807,6822885,8612952,8405355,1.0,1.6027810816099055,2.0,2.442817166518518
plant_sample_10-kraken2_GTDBr202RefSeqV205,1.0,1.8828583878551768,33220936,15140219,3681556,5255604,9892740,2595596,2.0,2.24598885304144,2.0,2.4618996354902687
plant_sample_10-kraken2_chocophlan,2.0,3.3993440762776816,33220936,6754580,2169939,4901345,14307133,7181221,2.0,2.3319384781116206,2.0,2.528728502069562
plant_sample_10-kraken2_minikraken,3.0,4.39497192372906,33220936,9843789,1910178,5394818,4519073,13448789,2.0,2.479646394002541,3.0,2.535594357515358
plant_sample_10-kraken2_refseqV205,0.0,1.4016504531961411,33220936,19015057,3458625,6991485,4962161,1774423,2.0,2.0792142155779496,2.0,2.3693805984932776
plant_sample_10-kraken2_refseqV205_100GB,3.0,4.39497192372906,33220936,9843789,1910178,5394818,4519073,13448789,2.0,2.479646394002541,3.0,2.535594357515358
plant_sample_10-kraken2_refseqV205_500GB,0.0,1.7809012967003701,33220936,16631459,2739638,9543933,4017682,2638842,2.0,2.1883672066851267,2.0,2.7445726167476674
plant_sample_10-kraken2_refseqV208_nt,1.0,2.6410926230374727,33220936,12666062,3661944,4161324,11259354,4673135,2.0,2.4035898190095266,3.0,2.8003106572544043
plant_sample_10-kraken2_standard_0521,2.0,2.8451718518707603,33220936,12353357,3743390,4538714,9450313,6805871,2.0,2.0078614779428707,3.0,2.4866049410215303
plant_sample_11-kraken2_GTDBr202RefSeqV205,0.0,1.6740767720879255,33190396,16797090,3180505,5199815,8754838,2119838,2.0,2.247575923374197,2.0,2.504719676137925
plant_sample_11-kraken2_chocophlan,2.0,3.396168578404428,33190396,5874225,1594434,5189664,15252825,6800628,2.0,2.379186976266672,2.0,2.5247690837598937
plant_sample_11-kraken2_minikraken,2.0,4.002311542170212,33190396,11257015,1733749,5769920,4160587,11989878,2.0,2.4466035924241583,3.0,2.5707266787114413
plant_sample_11-kraken2_refseqV205,0.0,1.2358970649220336,33190396,20273551,2819490,6982194,4098479,1382526,2.0,2.0912674440154486,2.0,2.4137564203696056
plant_sample_11-kraken2_refseqV205_100GB,2.0,4.002311542170212,33190396,11257015,1733749,5769920,4160587,11989878,2.0,2.4466035924241583,3.0,2.5707266787114413
plant_sample_11-kraken2_refseqV205_500GB,0.0,1.577477804121409,33190396,17865400,2299199,9589643,3328959,2040550,2.0,2.2085889954401847,2.0,2.8597489485451764
plant_sample_11-kraken2_refseqV208_nt,1.0,2.3625708171725344,33190396,13917578,3189272,4001833,10974170,3927673,2.0,2.441842025891636,3.0,2.7310932854147514
plant_sample_11-kraken2_standard_0521,1.0,2.512328445855241,33190396,13727538,3343746,4839015,8832499,5723603,2.0,1.9193441227191896,3.0,2.4880099052374645
plant_sample_12-kraken2_GTDBr202RefSeqV205,1.0,1.6011598486964655,33271926,16028309,11793432,6875390,7714479,2335555,1.0,1.5665995674427196,2.0,2.4135080282155155
plant_sample_12-kraken2_chocophlan,2.0,3.1587722634391535,33271926,9289323,4583375,6733297,9538413,7635299,1.0,1.6624845153867414,3.0,2.569232219238148
plant_sample_12-kraken2_minikraken,9.0,5.943144425348001,33966766,4732521,2547884,5855874,3018048,20349428,2.0,1.9135669585786848,2.0,2.4588349820811333
plant_sample_12-kraken2_refseqV205,0.0,1.3214856873629741,33271926,18664916,10681206,7863924,4578042,1706229,1.0,1.8071080035870133,1.0,2.2437579209627168
plant_sample_12-kraken2_refseqV205_100GB,4.0,5.081232387929692,33271926,5944462,3200477,7352133,3789032,16172593,2.0,1.9135063253072269,2.0,2.4590301691830527
plant_sample_12-kraken2_refseqV205_500GB,0.0,1.6253154085519426,33271926,17166592,9501329,9492013,3781413,2464199,2.0,1.9813018587311249,2.0,2.5873024184345903
plant_sample_12-kraken2_refseqV208_nt,1.0,2.2736175837852013,33271926,13987236,11091702,6470204,8214808,4233356,1.0,1.7328107429070243,3.0,2.804556722445613
plant_sample_12-kraken2_standard_0521,1.0,2.4467471164729093,33271926,13959108,11454950,6247425,6971708,6024652,1.0,1.5211667206889241,3.0,2.447240905671896
plant_sample_13-kraken2_GTDBr202RefSeqV205,1.0,2.0071357054153385,33248710,13768242,4662939,5726272,10764603,2645558,2.0,2.269893047343892,2.0,2.492457083647209
plant_sample_13-kraken2_chocophlan,2.0,3.3201478192687777,33248710,7857364,2494453,4582162,13736656,6996280,2.0,2.353084199118233,3.0,2.6174978102385325
plant_sample_13-kraken2_minikraken,3.0,4.709271427372671,33248710,8234674,2557507,5552114,5132760,14314647,3.0,2.555933649777364,3.0,2.615338920970394
plant_sample_13-kraken2_refseqV205,0.0,1.3681631257272842,33248710,19467036,4068362,7034841,4546521,1710837,2.0,2.1026736780546997,2.0,2.396310497631046
plant_sample_13-kraken2_refseqV205_100GB,3.0,4.709271427372671,33248710,8234674,2557507,5552114,5132760,14314647,3.0,2.555933649777364,3.0,2.615338920970394
plant_sample_13-kraken2_refseqV205_500GB,0.0,1.733988446469051,33248710,17089093,3282794,9553585,3689094,2512294,2.0,2.218057828553365,2.0,2.767626143437928
plant_sample_13-kraken2_refseqV208_nt,2.0,2.8574418676694524,33248710,11172973,4617327,4376664,12266892,4886327,2.0,2.457089235088643,3.0,2.8827817999865
plant_sample_13-kraken2_standard_0521,2.0,3.02391542408713,33248710,11054435,4909698,4593405,10509034,7018000,2.0,2.087227884325462,3.0,2.581329549414342
plant_sample_14-kraken2_GTDBr202RefSeqV205,1.0,2.1694582676680985,33292604,8848920,5545944,6739050,13811321,3581641,1.0,1.5971574628471372,1.0,1.9131967173885829
plant_sample_14-kraken2_chocophlan,1.0,2.990512577508205,33292604,9964757,1649309,4316826,11450348,7485917,1.0,1.837111572252391,2.0,2.0597979205522843
plant_sample_14-kraken2_minikraken,9.0,5.114385765679368,33292604,7945285,6097885,4470190,4044903,16818973,2.0,2.152706708215982,2.0,2.2641279654913853
plant_sample_14-kraken2_refseqV205,1.0,1.8088553541801655,33292604,12042338,4024858,6383088,11675227,2740479,1.0,1.7589472368233057,1.0,1.7358489903451129
plant_sample_14-kraken2_refseqV205_100GB,9.0,5.114385765679368,33292604,7945285,6097885,4470190,4044903,16818973,2.0,2.152706708215982,2.0,2.2641279654913853
plant_sample_14-kraken2_refseqV205_500GB,1.0,2.2936662749480337,33292604,10276401,3057327,9052034,9448166,4154935,1.0,1.8368267286667284,1.0,2.020612042591123
plant_sample_14-kraken2_refseqV208_nt,1.0,2.8236741709960564,33292604,10562295,8270006,3975667,12605461,5801485,1.0,2.1005147060857965,1.0,2.4048220053197578
plant_sample_14-kraken2_standard_0521,1.0,3.03685377088557,33292604,10303743,8344405,3860493,10959734,8100605,1.0,1.797749147582964,1.0,1.88388386068494
plant_sample_15-kraken2_GTDBr202RefSeqV205,1.0,1.926654173980746,33276004,15045720,6465060,4676319,10348326,2843351,2.0,2.1003795934366325,2.0,2.458229089419873
plant_sample_15-kraken2_chocophlan,2.0,3.331258344601713,33276004,9444879,4617835,4215848,11485935,8044737,2.0,2.1841982917790204,2.0,2.47943593621242
plant_sample_15-kraken2_minikraken,8.0,5.188763771034528,33276004,7153475,2841269,5076238,4416574,16614064,2.0,2.39244298632176,2.0,2.456487992729206
plant_sample_15-kraken2_refseqV205,0.0,1.4551161551729588,33276004,19311605,6788237,6158976,5130964,2158178,2.0,1.9709368895089052,2.0,2.379936206919401
plant_sample_15-kraken2_refseqV205_100GB,8.0,5.188763771034528,33276004,7153475,2841269,5076238,4416574,16614064,2.0,2.39244298632176,2.0,2.456487992729206
plant_sample_15-kraken2_refseqV205_500GB,0.0,1.8434065280194099,33276004,17186894,5549887,8291190,4188240,3185918,2.0,2.087676799108451,2.0,2.7564700208202013
plant_sample_15-kraken2_refseqV208_nt,2.0,2.912322735626549,33276004,12061552,6805939,4190815,10726324,5708119,2.0,2.279848430436562,2.0,2.8602737526854494
plant_sample_15-kraken2_standard_0521,2.0,3.1943889656943183,33276004,11350451,6479388,4711896,8794360,8337936,1.0,1.867126099557376,2.0,2.470347245279929
plant_sample_16-kraken2_GTDBr202RefSeqV205,1.0,1.9133529772536195,33275096,16166346,10227895,4531977,9425172,2818441,3.0,2.3413474958059144,2.0,2.619757177906143
plant_sample_16-kraken2_chocophlan,2.0,2.8764224451824267,33275096,12566936,8853087,3480755,10745474,6403936,2.0,2.418078549050421,3.0,2.6950058229167
plant_sample_16-kraken2_minikraken,3.0,4.454520071106632,33275096,10928220,7123953,4216676,4186687,13928779,3.0,2.662776082392861,3.0,2.7479728004505706
plant_sample_16-kraken2_refseqV205,0.0,1.3369602900619728,33275096,21205495,7096388,5648132,4054669,1892093,2.0,2.1831200120677066,2.0,2.677341109718204
plant_sample_16-kraken2_refseqV205_100GB,3.0,4.454520071106632,33275096,10928220,7123953,4216676,4186687,13928779,3.0,2.662776082392861,3.0,2.7479728004505706
plant_sample_16-kraken2_refseqV205_500GB,0.0,1.6821891663362896,33275096,19232030,5638173,7540589,3357798,2760465,2.0,2.311712785300989,2.0,3.0499806718569733
plant_sample_16-kraken2_refseqV208_nt,1.0,2.6978315855196935,33275096,14193283,9982478,3621984,10076300,4957907,3.0,2.58095535485524,3.0,3.172857596538412
plant_sample_16-kraken2_standard_0521,2.0,2.93952417147046,33275096,13718125,9910148,3502109,8789219,7192807,2.0,2.29594110291827,3.0,2.7740264521796534
plant_sample_17-kraken2_GTDBr202RefSeqV205,1.0,2.0095701293835093,33258798,13737638,4337273,5673881,10723478,2774228,2.0,2.1670354031041543,2.0,2.4643289238808532
plant_sample_17-kraken2_chocophlan,2.0,3.2109028414075578,33258798,8561501,2891811,4608785,13091762,6918672,2.0,2.234295589835499,2.0,2.5605897051901803
plant_sample_17-kraken2_minikraken,3.0,4.6911245259074015,33258798,8700581,2484552,5392969,4662660,14488184,2.0,2.4860398789609213,3.0,2.59309814569366
plant_sample_17-kraken2_refseqV205,0.0,1.4150346924744543,33258798,18804798,4287887,7374858,4766031,1819937,2.0,2.0284926164002077,2.0,2.3676952583816595
plant_sample_17-kraken2_refseqV205_100GB,3.0,4.6911245259074015,33258798,8700581,2484552,5392969,4662660,14488184,2.0,2.4860398789609213,3.0,2.59309814569366
plant_sample_17-kraken2_refseqV205_500GB,1.0,1.7802996368058759,33258798,16507752,3401371,9844777,3840625,2659546,2.0,2.14075168995702,2.0,2.745544540276648
plant_sample_17-kraken2_refseqV208_nt,2.0,2.822708174841436,33258798,11571808,4865837,4622822,11521472,5014203,2.0,2.316154721077299,3.0,2.889252866300417
plant_sample_17-kraken2_standard_0521,2.0,3.030848378825957,33258798,11298634,4754429,4751801,9830852,7302872,2.0,1.9966410630411504,3.0,2.534585405212081
plant_sample_18-kraken2_GTDBr202RefSeqV205,1.0,1.8588870674719669,33246400,16004600,5102389,4704095,9553622,2656251,2.0,2.2139518866009302,2.0,2.5676037841982864
plant_sample_18-kraken2_chocophlan,2.0,3.4251927426728908,33246400,7740501,3212577,4440820,13287446,7701768,2.0,2.354156664760112,2.0,2.515324991725272
plant_sample_18-kraken2_minikraken,3.0,4.886836108571154,33246400,8260849,2089586,5360173,4240739,15370612,2.0,2.4617041278331877,3.0,2.5497435706370988
plant_sample_18-kraken2_refseqV205,0.0,1.398688760286828,33246400,19964111,5383622,6283030,4570384,1958376,2.0,2.0868961313251733,2.0,2.5226457995652005
plant_sample_18-kraken2_refseqV205_100GB,3.0,4.886836108571154,33246400,8260849,2089586,5360173,4240739,15370612,2.0,2.4617041278331877,3.0,2.5497435706370988
plant_sample_18-kraken2_refseqV205_500GB,0.0,1.78755236657202,33246400,17649021,4396545,8507695,3805667,2906632,2.0,2.199176040043749,2.0,2.933417190731612
plant_sample_18-kraken2_refseqV208_nt,1.0,2.7831455736560957,33246400,12253770,5351715,3942736,11475450,5206664,2.0,2.4753688808989494,3.0,2.8408340413665694
plant_sample_18-kraken2_standard_0521,1.0,3.0136245428076425,33246400,11794316,5132453,4878691,8986240,7517102,1.0,1.9039074210684792,3.0,2.5170943575956133
plant_sample_19-kraken2_GTDBr202RefSeqV205,0.0,1.5158016149925246,33246222,19464629,5442834,3798379,7302531,2355199,2.0,2.129300946535351,2.0,2.489635168957174
plant_sample_19-kraken2_chocophlan,2.0,3.5597428784539784,33246222,7018128,2918299,4286289,13471763,8393449,2.0,2.372481416908659,2.0,2.3715146265563014
plant_sample_19-kraken2_minikraken,4.0,4.950925882646153,33246222,8167691,2220218,5563571,3650595,15850126,2.0,2.346014996483374,2.0,2.401820799075219
plant_sample_19-kraken2_refseqV205,0.0,1.254567180595738,33246222,20985633,5294869,5581544,4452078,1759502,2.0,1.9789513439292068,2.0,2.385697645009813
plant_sample_19-kraken2_refseqV205_100GB,4.0,4.950925882646153,33246222,8167691,2220218,5563571,3650595,15850126,2.0,2.346014996483374,2.0,2.401820799075219
plant_sample_19-kraken2_refseqV205_500GB,0.0,1.606913170464903,33246222,18901530,4469100,7630901,3719445,2612093,2.0,2.091611069256435,2.0,2.8267123186389367
plant_sample_19-kraken2_refseqV208_nt,1.0,2.7943976611838783,33246222,12205133,5435122,3505565,11589228,5447924,2.0,2.51662513746001,2.0,2.6373031922402426
plant_sample_19-kraken2_standard_0521,1.0,2.985408898490782,33246222,11807362,5413550,5574775,7981301,7809891,1.0,1.6772911911243054,2.0,2.3753007185169435
plant_sample_2-kraken2_GTDBr202RefSeqV205,1.0,2.0220363227521116,33243296,14798163,7814271,6078345,9019607,3013044,2.0,2.089840902416694,3.0,2.704302859315267
plant_sample_2-kraken2_chocophlan,2.0,3.0909720564410943,33243296,10194750,6761009,5185269,10952179,6830367,2.0,2.033760254289604,3.0,2.7399682748063188
plant_sample_2-kraken2_minikraken,3.0,4.787921961769374,33243296,7771919,3313177,6515854,4164989,14776089,2.0,2.265294464854492,3.0,2.710973066195373
plant_sample_2-kraken2_refseqV205,0.0,1.4426580023833981,33243296,19903287,7271157,7045746,3848912,1962276,2.0,2.1416563980591983,3.0,2.821831468217512
plant_sample_2-kraken2_refseqV205_100GB,3.0,4.787921961769374,33243296,7771919,3313177,6515854,4164989,14776089,2.0,2.265294464854492,3.0,2.710973066195373
plant_sample_2-kraken2_refseqV205_500GB,0.0,1.8445864694042367,33243296,17669919,5619553,8920748,3284560,2979303,2.0,2.299942672968679,3.0,3.1938232213751614
plant_sample_2-kraken2_refseqV208_nt,2.0,2.7796959122224223,33243296,11398527,7356293,5430919,11129814,4913284,2.0,2.1729530490143567,3.0,2.9693935585985534
plant_sample_2-kraken2_standard_0521,2.0,3.0041091292512028,33243296,11366438,7482545,5725297,8904874,7173546,1.0,1.8582164383786552,3.0,2.695991543507522
plant_sample_20-kraken2_GTDBr202RefSeqV205,1.0,1.8537181707348989,33244170,14856846,3706059,5726078,9872614,2474707,2.0,2.1391970210674742,2.0,2.459168868548897
plant_sample_20-kraken2_chocophlan,2.0,3.3356170119452524,33244170,6933548,2226012,5022477,14125324,7088857,2.0,2.2344759368733795,2.0,2.492107508472018
plant_sample_20-kraken2_minikraken,3.0,4.818182165474426,33244170,7269894,1823708,6412142,4830628,14717932,2.0,2.3849423484383223,3.0,2.5463198573767216
plant_sample_20-kraken2_refseqV205,0.0,1.334863857331977,33244170,19115912,3583915,7315467,4726238,1641326,2.0,1.993217247784728,2.0,2.3308493986125964
plant_sample_20-kraken2_refseqV205_100GB,3.0,4.818182165474426,33244170,7269894,1823708,6412142,4830628,14717932,2.0,2.3849423484383223,3.0,2.5463198573767216
plant_sample_20-kraken2_refseqV205_500GB,0.0,1.6919996498634196,33244170,16898409,2903949,9718602,3837466,2428506,2.0,2.12524651179254,2.0,2.732913333955272
plant_sample_20-kraken2_refseqV208_nt,2.0,2.8554451502323563,33244170,10202330,4049441,4832996,12855635,4951125,2.0,2.316268211271021,3.0,2.7655971875368266
plant_sample_20-kraken2_standard_0521,2.0,3.0612588011672424,33244170,9731543,3910842,6059151,10195565,7188842,1.0,1.8077963397842367,3.0,2.500508603495736
plant_sample_3-kraken2_GTDBr202RefSeqV205,1.0,2.196822564804771,33249018,15187339,7147307,4413402,9754695,3560095,3.0,2.4611451664724853,3.0,2.7820379827354933
plant_sample_3-kraken2_chocophlan,3.0,3.4698726139821634,33249018,9454569,5901854,4027951,11575502,8108845,2.0,2.3414271921381364,3.0,2.7834420485608318
plant_sample_3-kraken2_minikraken,9.0,5.267866587819225,33249018,6990680,2825449,5077932,4529947,16635755,3.0,2.604061259583626,3.0,2.665376438179078
plant_sample_3-kraken2_refseqV205,0.0,1.6156360768309006,33249018,20038143,6886433,5795217,4430318,2499819,2.0,2.3423112542636453,3.0,2.9966361331173066
plant_sample_3-kraken2_refseqV205_100GB,9.0,5.267866587819225,33249018,6990680,2825449,5077932,4529947,16635755,3.0,2.604061259583626,3.0,2.665376438179078
plant_sample_3-kraken2_refseqV205_500GB,0.0,2.0809540901328267,33249018,17565547,5275193,7649251,3816705,3821040,2.0,2.4234814624333807,3.0,3.325964935723353
plant_sample_3-kraken2_refseqV208_nt,3.0,3.1725494569493757,33249018,10450206,6169739,3851940,12505577,6078505,3.0,2.6706225953675293,3.0,2.9767055930326127
plant_sample_3-kraken2_standard_0521,3.0,3.4664012332634906,33249018,10199621,6220385,4397292,9846626,8733193,2.0,2.0977089990839817,3.0,2.719803412864468
plant_sample_4-kraken2_GTDBr202RefSeqV205,0.0,1.7818829549288608,33254540,19466620,7134109,3251761,6873336,3324726,2.0,2.2046850921700583,3.0,2.7819361660771422
plant_sample_4-kraken2_chocophlan,2.0,3.461274490640977,33254540,9873682,5543711,3796666,10724278,8777973,2.0,2.271620153050071,2.0,2.493340996941705
plant_sample_4-kraken2_minikraken,9.0,5.3069724915755865,33254540,7442216,2796821,5132926,3281613,17382982,2.0,2.3186118404979927,2.0,2.437703958388756
plant_sample_4-kraken2_refseqV205,0.0,1.4767030306237885,33254540,21166271,6894071,4935342,4204745,2456108,2.0,2.0649557821930067,3.0,2.944810921946515
plant_sample_4-kraken2_refseqV205_100GB,9.0,5.3069724915755865,33254540,7442216,2796821,5132926,3281613,17382982,2.0,2.3186118404979927,2.0,2.437703958388756
plant_sample_4-kraken2_refseqV205_500GB,0.0,1.930959983208308,33254540,18749154,5328697,6592649,3712593,3801617,2.0,2.131242691670677,3.0,3.3295745049349605
plant_sample_4-kraken2_refseqV208_nt,1.0,3.197017910937875,33254540,10799056,5739945,3342253,11941457,6758146,2.0,2.607328649267425,2.0,2.7680911969117337
plant_sample_4-kraken2_standard_0521,1.0,3.4655923070955126,33254540,10508251,5823823,5394373,7728844,9549089,1.0,1.6871799558539982,2.0,2.527900938355076
plant_sample_5-kraken2_GTDBr202RefSeqV205,1.0,2.156546365797872,33269696,14452589,6833103,5112129,10218022,3140840,3.0,2.4873128201577077,3.0,2.7059614864794774
plant_sample_5-kraken2_chocophlan,3.0,3.4847015734679387,33269696,8546536,5343206,4143938,12849857,7647664,3.0,2.485138532478044,3.0,2.807223224351836
plant_sample_5-kraken2_minikraken,3.0,4.963049016137688,33269696,8000144,2954368,5097303,4828682,15329036,3.0,2.6901100444686143,3.0,2.757423868459344
plant_sample_5-kraken2_refseqV205,0.0,1.4503884856657543,33269696,20871503,6385748,5764526,4081693,2052984,2.0,2.400087882334124,3.0,2.8054165269166496
plant_sample_5-kraken2_refseqV205_100GB,3.0,4.963049016137688,33269696,8000144,2954368,5097303,4828682,15329036,3.0,2.6901100444686143,3.0,2.757423868459344
